test perplexity,107.66053473610383, lr = 5
test perplexity,108.53505914744093, lr = 5
test perplexity,107.7570423093331, lr = 5
test perplexity,109.95447907161235, lr = 5
test perplexity,109.00586837142956, lr = 5
test perplexity,108.116517685029, lr = 5
test perplexity,110.28954575575877, lr = 5
test perplexity,111.51893009541939, lr = 5
test perplexity,109.9359701757533, lr = 5
test perplexity,109.3005323072523, lr = 5
test perplexity,110.07804429075331, lr = 5
test perplexity,109.76334885334117, lr = 5
test perplexity,110.66340866280456, lr = 10
test perplexity,111.38457921489157, lr = 10
test perplexity,115.09848925868862, lr = 10
test perplexity,109.84179867732976, lr = 10
test perplexity,109.30564284752934, lr = 10
test perplexity,109.11650804922171, lr = 10
test perplexity,109.5124097708001, lr = 10
test perplexity,108.85282829232989, lr = 10
test perplexity,110.19933525174486, lr = 10
test perplexity,110.42597941232805, lr = 10
test perplexity,109.55937486424504, lr = 10
test perplexity,108.83953008919963, lr = 10
test perplexity,117.6747369222223, lr = 15
test perplexity,122.36658601501655, lr = 15
test perplexity,118.63448325897782, lr = 15
test perplexity,116.81865574084242, lr = 15
test perplexity,120.20500923420839, lr = 15
test perplexity,120.26578958283663, lr = 15
test perplexity,113.0716809703376, lr = 15
test perplexity,115.20553336101999, lr = 15
test perplexity,111.3431839579469, lr = 15
test perplexity,115.96828428188475, lr = 15
test perplexity,119.3941087636163, lr = 15
test perplexity,111.24002616740836, lr = 15




